,A,B,text,target,stem
76,2,68,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّن لَّنَا مَا هِيَ قَالَ إِنَّهُ يَقُولُ إِنَّهَا بَقَرَةٌ لَّا فَارِضٌ وَلَا بِكْرٌ عَوَانٌ بَيْنَ ذَلِكَ فَافْعَلُوا مَا تُؤْمَرُونَ,75,"['قر', 'ؤمر', 'بي', 'فعل', 'قول', 'كر', 'دع', 'رض', 'عو', 'رب']"
77,2,69,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّن لَّنَا مَا لَوْنُهَا قَالَ إِنَّهُ يَقُولُ إِنَّهَا بَقَرَةٌ صَفْرَاءُ فَاقِعٌ لَّوْنُهَا تَسُرُّ النَّاظِرِينَ,76,"['قر', 'بي', 'سر', 'قول', 'ناظر', 'دع', 'صفراء', 'ون', 'رب', 'قع']"
78,2,70,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّن لَّنَا مَا هِيَ إِنَّ الْبَقَرَ تَشَابَهَ عَلَيْنَا وَإِنَّا إِن شَاءَ اللَّهُ لَمُهْتَدُونَ,77,"['شاء', 'بي', 'له', 'بقر', 'مهتدون', 'دع', 'شاب', 'رب']"
79,2,71,قَالَ إِنَّهُ يَقُولُ إِنَّهَا بَقَرَةٌ لَّا ذَلُولٌ تُثِيرُ الْأَرْضَ وَلَا تَسْقِي الْحَرْثَ مُسَلَّمَةٌ لَّا شِيَةَ فِيهَا قَالُوا الْآنَ جِئْتَ بِالْحَقِّ فَذَبَحُوهَا وَمَا كَادُوا يَفْعَلُونَ,78,"['قر', 'ذلول', 'ادوا', 'مسلم', 'سق', 'جئ', 'حرث', 'فعل', 'أرض', 'الآن', 'قول', 'حق', 'ثير', 'شي', 'ذبح']"
80,2,72,وَإِذْ قَتَلْتُمْ نَفْسًا فَادَّارَأْتُمْ فِيهَا وَاللَّهُ مُخْرِجٌ مَّا كُنتُمْ تَكْتُمُونَ,79,"['كتم', 'قتل', 'ادارأ', 'مخرج', 'له', 'فسا', 'إذ']"
81,2,73,فَقُلْنَا اضْرِبُوهُ بِبَعْضِهَا كَذَلِكَ يُحْيِي اللَّهُ الْمَوْتَى وَيُرِيكُمْ آيَاتِهِ لَعَلَّكُمْ تَعْقِلُونَ,80,"['قل', 'عقل', 'آيا', 'له', 'ري', 'ضرب', 'بعض', 'موتى', 'حيي']"
82,2,74,ثُمَّ قَسَتْ قُلُوبُكُم مِّن بَعْدِ ذَلِكَ فَهِيَ كَالْحِجَارَةِ أَوْ أَشَدُّ قَسْوَةً وَإِنَّ مِنَ الْحِجَارَةِ لَمَا يَتَفَجَّرُ مِنْهُ الْأَنْهَارُ وَإِنَّ مِنْهَا لَمَا يَشَّقَّقُ فَيَخْرُجُ مِنْهُ الْمَاءُ وَإِنَّ مِنْهَا لَمَا يَهْبِطُ مِنْ خَشْيَةِ اللَّهِ وَمَا اللَّهُ بِغَافِلٍ عَمَّا تَعْمَلُونَ,81,"['حجار', 'خش', 'عما', 'هي', 'قلوب', 'شد', 'من', 'حجار', 'قسو', 'غافل', 'عمل', 'هبط', 'من', 'تفجر', 'شقق', 'بعد', 'قس', 'خرج', 'له', 'ماء', 'أنهار', 'لما']"
83,26,85,وَاجْعَلْنِي مِن وَرَثَةِ جَنَّةِ النَّعِيمِ,3017,"['جعل', 'نعيم', 'رث', 'جن']"
84,2,75,أَفَتَطْمَعُونَ أَن يُؤْمِنُوا لَكُمْ وَقَدْ كَانَ فَرِيقٌ مِّنْهُمْ يَسْمَعُونَ كَلَامَ اللَّهِ ثُمَّ يُحَرِّفُونَهُ مِن بَعْدِ مَا عَقَلُوهُ وَهُمْ يَعْلَمُونَ,82,"['حرف', 'طمع', 'سمع', 'من', 'بعد', 'له', 'علم', 'ؤمن', 'لام', 'ريق', 'عقل']"
85,2,76,وَإِذَا لَقُوا الَّذِينَ آمَنُوا قَالُوا آمَنَّا وَإِذَا خَلَا بَعْضُهُمْ إِلَى بَعْضٍ قَالُوا أَتُحَدِّثُونَهُم بِمَا فَتَحَ اللَّهُ عَلَيْكُمْ لِيُحَاجُّوكُم بِهِ عِندَ رَبِّكُمْ أَفَلَا تَعْقِلُونَ,83,"['بعض', 'آمن', 'آمنو', 'تح', 'عقل', 'إذا', 'حدث', 'لا', 'قو', 'له', 'خلا', 'حاج', 'رب', 'بعض']"
86,2,77,أَوَلَا يَعْلَمُونَ أَنَّ اللَّهَ يَعْلَمُ مَا يُسِرُّونَ وَمَا يُعْلِنُونَ,84,"['سر', 'علن', 'علم', 'له', 'علم', 'لا']"
87,2,78,وَمِنْهُمْ أُمِّيُّونَ لَا يَعْلَمُونَ الْكِتَابَ إِلَّا أَمَانِيَّ وَإِنْ هُمْ إِلَّا يَظُنُّونَ,85,"['من', 'ظن', 'كتاب', 'علم', 'ما', 'مي']"
88,2,79,فَوَيْلٌ لِّلَّذِينَ يَكْتُبُونَ الْكِتَابَ بِأَيْدِيهِمْ ثُمَّ يَقُولُونَ هَذَا مِنْ عِندِ اللَّهِ لِيَشْتَرُوا بِهِ ثَمَنًا قَلِيلًا فَوَيْلٌ لَّهُم مِّمَّا كَتَبَتْ أَيْدِيهِمْ وَوَيْلٌ لَّهُم مِّمَّا يَكْسِبُونَ,86,"['شتر', 'قول', 'ويل', 'ويل', 'كتب', 'تبت', 'قليل', 'أيد', 'كسب', 'اللذين', 'دي', 'كتاب', 'له', 'ثم']"
89,2,80,وَقَالُوا لَن تَمَسَّنَا النَّارُ إِلَّا أَيَّامًا مَّعْدُودَةً قُلْ أَتَّخَذْتُمْ عِندَ اللَّهِ عَهْدًا فَلَن يُخْلِفَ اللَّهُ عَهْدَهُ أَمْ تَقُولُونَ عَلَى اللَّهِ مَا لَا تَعْلَمُونَ,87,"['لن', 'يام', 'عهد', 'مس', 'خلف', 'أم', 'علم', 'قال', 'تخذ', 'نار', 'له', 'عهد', 'معدود', 'قول']"
90,2,81,بَلَى مَن كَسَبَ سَيِّئَةً وَأَحَاطَتْ بِهِ خَطِيئَتُهُ فَأُولَئِكَ أَصْحَابُ النَّارِ هُمْ فِيهَا خَالِدُونَ,88,"['أحاط', 'خالد', 'صحاب', 'خطيئ', 'أولئك', 'سب', 'نار', 'بلى', 'سيئ']"
91,2,82,وَالَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ أُولَئِكَ أَصْحَابُ الْجَنَّةِ هُمْ فِيهَا خَالِدُونَ,89,"['صالح', 'جن', 'آمنو', 'خالد', 'صحاب', 'أولئك', 'عمل']"
92,2,83,وَإِذْ أَخَذْنَا مِيثَاقَ بَنِي إِسْرَائِيلَ لَا تَعْبُدُونَ إِلَّا اللَّهَ وَبِالْوَالِدَيْنِ إِحْسَانًا وَذِي الْقُرْبَى وَالْيَتَامَى وَالْمَسَاكِينِ وَقُولُوا لِلنَّاسِ حُسْنًا وَأَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ ثُمَّ تَوَلَّيْتُمْ إِلَّا قَلِيلًا مِّنكُمْ وَأَنتُم مُّعْرِضُونَ,90,"['قربى', 'والد', 'معرض', 'أقيم', 'صلا', 'آتو', 'عبد', 'حس', 'ناس', 'قليل', 'تولي', 'زكا', 'مساك', 'إسرائيل', 'إحس', 'ذي', 'ميثاق', 'إذ', 'له', 'خذ', 'يتامى', 'قول']"
93,2,84,وَإِذْ أَخَذْنَا مِيثَاقَكُمْ لَا تَسْفِكُونَ دِمَاءَكُمْ وَلَا تُخْرِجُونَ أَنفُسَكُم مِّن دِيَارِكُمْ ثُمَّ أَقْرَرْتُمْ وَأَنتُمْ تَشْهَدُونَ,91,"['ميثاق', 'خرج', 'ديار', 'نفس', 'قرر', 'شهد', 'إذ', 'دماء', 'خذ', 'سفك']"
94,2,85,ثُمَّ أَنتُمْ هَؤُلَاءِ تَقْتُلُونَ أَنفُسَكُمْ وَتُخْرِجُونَ فَرِيقًا مِّنكُم مِّن دِيَارِهِمْ تَظَاهَرُونَ عَلَيْهِم بِالْإِثْمِ وَالْعُدْوَانِ وَإِن يَأْتُوكُمْ أُسَارَى تُفَادُوهُمْ وَهُوَ مُحَرَّمٌ عَلَيْكُمْ إِخْرَاجُهُمْ أَفَتُؤْمِنُونَ بِبَعْضِ الْكِتَابِ وَتَكْفُرُونَ بِبَعْضٍ فَمَا جَزَاءُ مَن يَفْعَلُ ذَلِكَ مِنكُمْ إِلَّا خِزْيٌ فِي الْحَيَاةِ الدُّنْيَا وَيَوْمَ الْقِيَامَةِ يُرَدُّونَ إِلَى أَشَدِّ الْعَذَابِ وَمَا اللَّهُ بِغَافِلٍ عَمَّا تَعْمَلُونَ,92,"['إثم', 'نفس', 'كفر', 'أت', 'رد', 'أنتم', 'فعل', 'ديار', 'عذاب', 'عما', 'شد', 'محرم', 'خرج', 'قيام', 'بعض', 'غافل', 'سارى', 'هو', 'عمل', 'خز', 'قتل', 'حيا', 'ريق', 'وم', 'عدو', 'ظاهر', 'فاد', 'دني', 'كتاب', 'ؤمن', 'جزاء', 'له', 'إخراج']"
95,2,86,أُولَئِكَ الَّذِينَ اشْتَرَوُا الْحَيَاةَ الدُّنْيَا بِالْآخِرَةِ فَلَا يُخَفَّفُ عَنْهُمُ الْعَذَابُ وَلَا هُمْ يُنصَرُونَ,93,"['نصر', 'أولئك', 'لا', 'حيا', 'آخرة', 'دني', 'عذاب', 'خفف', 'عن', 'شتر']"
96,2,87,وَلَقَدْ آتَيْنَا مُوسَى الْكِتَابَ وَقَفَّيْنَا مِن بَعْدِهِ بِالرُّسُلِ وَآتَيْنَا عِيسَى ابْنَ مَرْيَمَ الْبَيِّنَاتِ وَأَيَّدْنَاهُ بِرُوحِ الْقُدُسِ أَفَكُلَّمَا جَاءَكُمْ رَسُولٌ بِمَا لَا تَهْوَى أَنفُسُكُمُ اسْتَكْبَرْتُمْ فَفَرِيقًا كَذَّبْتُمْ وَفَرِيقًا تَقْتُلُونَ,94,"['نفس', 'قدس', 'هوى', 'رسل', 'كلما', 'استكبر', 'ذبتم', 'يدنا', 'آت', 'آت', 'بعد', 'بن', 'رسول', 'قتل', 'فريق', 'موسى', 'بين', 'قد', 'جاء', 'عيسى', 'فريق', 'روح', 'كتاب', 'قف', 'مريم']"
97,2,88,وَقَالُوا قُلُوبُنَا غُلْفٌ بَل لَّعَنَهُمُ اللَّهُ بِكُفْرِهِمْ فَقَلِيلًا مَّا يُؤْمِنُونَ,95,"['عن', 'قلوب', 'ؤمن', 'قليل', 'قال', 'له', 'غلف', 'كفر']"
98,2,89,وَلَمَّا جَاءَهُمْ كِتَابٌ مِّنْ عِندِ اللَّهِ مُصَدِّقٌ لِّمَا مَعَهُمْ وَكَانُوا مِن قَبْلُ يَسْتَفْتِحُونَ عَلَى الَّذِينَ كَفَرُوا فَلَمَّا جَاءَهُم مَّا عَرَفُوا كَفَرُوا بِهِ فَلَعْنَةُ اللَّهِ عَلَى الْكَافِرِينَ,96,"['يستفتح', 'فروا', 'جاء', 'مع', 'كافر', 'مصدق', 'له', 'عرف', 'تاب', 'عن', 'لما']"
99,2,90,بِئْسَمَا اشْتَرَوْا بِهِ أَنفُسَهُمْ أَن يَكْفُرُوا بِمَا أَنزَلَ اللَّهُ بَغْيًا أَن يُنَزِّلَ اللَّهُ مِن فَضْلِهِ عَلَى مَن يَشَاءُ مِنْ عِبَادِهِ فَبَاءُوا بِغَضَبٍ عَلَى غَضَبٍ وَلِلْكَافِرِينَ عَذَابٌ مُّهِينٌ,97,"['نزل', 'نزل', 'مه', 'نفس', 'شاء', 'غيا', 'غضب', 'ئسما', 'كفر', 'اءوا', 'له', 'كافر', 'عباد', 'عذاب', 'ضل', 'شتر', 'غضب']"
100,2,91,وَإِذَا قِيلَ لَهُمْ آمِنُوا بِمَا أَنزَلَ اللَّهُ قَالُوا نُؤْمِنُ بِمَا أُنزِلَ عَلَيْنَا وَيَكْفُرُونَ بِمَا وَرَاءَهُ وَهُوَ الْحَقُّ مُصَدِّقًا لِّمَا مَعَهُمْ قُلْ فَلِمَ تَقْتُلُونَ أَنبِيَاءَ اللَّهِ مِن قَبْلُ إِن كُنتُم مُّؤْمِنِينَ,98,"['نزل', 'مصدق', 'نبياء', 'آمنو', 'راء', 'مع', 'لم', 'مؤمن', 'إذا', 'قيل', 'قتل', 'له', 'حق', 'هو', 'كفر', 'ؤم', 'لما']"
101,2,92,وَلَقَدْ جَاءَكُم مُّوسَى بِالْبَيِّنَاتِ ثُمَّ اتَّخَذْتُمُ الْعِجْلَ مِن بَعْدِهِ وَأَنتُمْ ظَالِمُونَ,99,"['ظالم', 'قد', 'جاء', 'بين', 'موسى', 'بعد', 'اتخذ', 'عجل']"
102,2,93,وَإِذْ أَخَذْنَا مِيثَاقَكُمْ وَرَفَعْنَا فَوْقَكُمُ الطُّورَ خُذُوا مَا آتَيْنَاكُم بِقُوَّةٍ وَاسْمَعُوا قَالُوا سَمِعْنَا وَعَصَيْنَا وَأُشْرِبُوا فِي قُلُوبِهِمُ الْعِجْلَ بِكُفْرِهِمْ قُلْ بِئْسَمَا يَأْمُرُكُم بِهِ إِيمَانُكُمْ إِن كُنتُم مُّؤْمِنِينَ,100,"['مؤمن', 'ئسما', 'سمع', 'أشرب', 'ميثاق', 'سمع', 'إيما', 'عص', 'قلوب', 'خذ', 'رفع', 'أمر', 'آتين', 'فوق', 'كفر', 'إذ', 'طور', 'قو', 'عجل', 'خذ']"
103,2,94,قُلْ إِن كَانَتْ لَكُمُ الدَّارُ الْآخِرَةُ عِندَ اللَّهِ خَالِصَةً مِّن دُونِ النَّاسِ فَتَمَنَّوُا الْمَوْتَ إِن كُنتُمْ صَادِقِينَ,101,"['صادق', 'دون', 'ناس', 'خالص', 'آخرة', 'من', 'دار', 'له', 'موت']"
104,2,162,خَالِدِينَ فِيهَا لَا يُخَفَّفُ عَنْهُمُ الْعَذَابُ وَلَا هُمْ يُنظَرُونَ,169,"['خالد', 'نظر', 'عذاب', 'خفف', 'عن']"
105,2,95,وَلَن يَتَمَنَّوْهُ أَبَدًا بِمَا قَدَّمَتْ أَيْدِيهِمْ وَاللَّهُ عَلِيمٌ بِالظَّالِمِينَ,102,"['تمن', 'ظالم', 'له', 'عليم', 'دي', 'قدم', 'أبدا']"
106,2,96,وَلَتَجِدَنَّهُمْ أَحْرَصَ النَّاسِ عَلَى حَيَاةٍ وَمِنَ الَّذِينَ أَشْرَكُوا يَوَدُّ أَحَدُهُمْ لَوْ يُعَمَّرُ أَلْفَ سَنَةٍ وَمَا هُوَ بِمُزَحْزِحِهِ مِنَ الْعَذَابِ أَن يُعَمَّرَ وَاللَّهُ بَصِيرٌ بِمَا يَعْمَلُونَ,103,"['صير', 'سن', 'مزحزح', 'عمر', 'ناس', 'ود', 'جد', 'لف', 'له', 'حرص', 'عذاب', 'عمل', 'حد', 'حيا', 'شرك']"
107,2,97,قُلْ مَن كَانَ عَدُوًّا لِّجِبْرِيلَ فَإِنَّهُ نَزَّلَهُ عَلَى قَلْبِكَ بِإِذْنِ اللَّهِ مُصَدِّقًا لِّمَا بَيْنَ يَدَيْهِ وَهُدًى وَبُشْرَى لِلْمُؤْمِنِينَ,104,"['عد', 'قلب', 'مصدق', 'مؤمن', 'إذن', 'زل', 'شرى', 'دي', 'له', 'هدى', 'إن', 'جبريل', 'لما']"
108,2,98,مَن كَانَ عَدُوًّا لِّلَّهِ وَمَلَائِكَتِهِ وَرُسُلِهِ وَجِبْرِيلَ وَمِيكَالَ فَإِنَّ اللَّهَ عَدُوٌّ لِّلْكَافِرِينَ,105,"['عد', 'ميكال', 'له', 'عد', 'له', 'رسل', 'ملائك', 'جبريل', 'كافر']"
109,2,99,وَلَقَدْ أَنزَلْنَا إِلَيْكَ آيَاتٍ بَيِّنَاتٍ وَمَا يَكْفُرُ بِهَا إِلَّا الْفَاسِقُونَ,106,"['قد', 'ين', 'آي', 'كفر', 'فاسق', 'بها', 'نزل']"
110,2,100,أَوَكُلَّمَا عَاهَدُوا عَهْدًا نَّبَذَهُ فَرِيقٌ مِّنْهُم بَلْ أَكْثَرُهُمْ لَا يُؤْمِنُونَ,107,"['كلما', 'ؤمن', 'من', 'عاهد', 'عهد', 'بذ', 'ريق', 'أكثر']"
111,2,101,وَلَمَّا جَاءَهُمْ رَسُولٌ مِّنْ عِندِ اللَّهِ مُصَدِّقٌ لِّمَا مَعَهُمْ نَبَذَ فَرِيقٌ مِّنَ الَّذِينَ أُوتُوا الْكِتَابَ كِتَابَ اللَّهِ وَرَاءَ ظُهُورِهِمْ كَأَنَّهُمْ لَا يَعْلَمُونَ,108,"['بذ', 'تو', 'جاء', 'مع', 'مصدق', 'رسول', 'راء', 'ظهور', 'له', 'كأن', 'علم', 'كتاب', 'تاب', 'ريق', 'لما']"
112,2,102,وَاتَّبَعُوا مَا تَتْلُو الشَّيَاطِينُ عَلَى مُلْكِ سُلَيْمَانَ وَمَا كَفَرَ سُلَيْمَانُ وَلَكِنَّ الشَّيَاطِينَ كَفَرُوا يُعَلِّمُونَ النَّاسَ السِّحْرَ وَمَا أُنزِلَ عَلَى الْمَلَكَيْنِ بِبَابِلَ هَارُوتَ وَمَارُوتَ وَمَا يُعَلِّمَانِ مِنْ أَحَدٍ حَتَّى يَقُولَا إِنَّمَا نَحْنُ فِتْنَةٌ فَلَا تَكْفُرْ فَيَتَعَلَّمُونَ مِنْهُمَا مَا يُفَرِّقُونَ بِهِ بَيْنَ الْمَرْءِ وَزَوْجِهِ وَمَا هُم بِضَارِّينَ بِهِ مِنْ أَحَدٍ إِلَّا بِإِذْنِ اللَّهِ وَيَتَعَلَّمُونَ مَا يَضُرُّهُمْ وَلَا يَنفَعُهُمْ وَلَقَدْ عَلِمُوا لَمَنِ اشْتَرَاهُ مَا لَهُ فِي الْآخِرَةِ مِنْ خَلَاقٍ وَلَبِئْسَ مَا شَرَوْا بِهِ أَنفُسَهُمْ لَوْ كَانُوا يَعْلَمُونَ,109,"['شترا', 'كفر', 'ضر', 'من', 'نفع', 'إذن', 'فر', 'فرق', 'شر', 'نفس', 'لكن', 'تعلم', 'علم', 'سليم', 'ملك', 'خلاق', 'شياط', 'ضار', 'نزل', 'قول', 'علم', 'تعلم', 'سحر', 'لا', 'حد', 'مل', 'من', 'بئس', 'مرء', 'بابل', 'فروا', 'زوج', 'قد', 'ناس', 'هارو', 'آخرة', 'تن', 'له', 'مارو', 'تبع', 'تلو', 'علم']"
113,2,103,وَلَوْ أَنَّهُمْ آمَنُوا وَاتَّقَوْا لَمَثُوبَةٌ مِّنْ عِندِ اللَّهِ خَيْرٌ لَّوْ كَانُوا يَعْلَمُونَ,110,"['لو', 'خير', 'آمنو', 'أن', 'تق', 'مثوب', 'له', 'علم']"
114,2,104,يَا أَيُّهَا الَّذِينَ آمَنُوا لَا تَقُولُوا رَاعِنَا وَقُولُوا انظُرْنَا وَاسْمَعُوا وَلِلْكَافِرِينَ عَذَابٌ أَلِيمٌ,111,"['يم', 'سمع', 'آمنو', 'راع', 'نظر', 'عذاب', 'قول', 'كافر', 'قول']"
115,2,105,مَّا يَوَدُّ الَّذِينَ كَفَرُوا مِنْ أَهْلِ الْكِتَابِ وَلَا الْمُشْرِكِينَ أَن يُنَزَّلَ عَلَيْكُم مِّنْ خَيْرٍ مِّن رَّبِّكُمْ وَاللَّهُ يَخْتَصُّ بِرَحْمَتِهِ مَن يَشَاءُ وَاللَّهُ ذُو الْفَضْلِ الْعَظِيمِ,112,"['ذو', 'ختص', 'نزل', 'خير', 'فروا', 'عظيم', 'شاء', 'ود', 'له', 'هل', 'كتاب', 'مشرك', 'فضل', 'رب', 'رحم']"
